"group","named_location","location","county_state","Year","latitude","longitude","planting_doy","mu","sd","y2","y3","cens","y_na","outside_data","mod_for_cens","opt_relation_to_data","GDD_mod_sitemean","GDD_anomaly","GDD_fixed_sitemean","GDD_fixed_anomaly","tot_precip_sitemean","precip_anomaly","frost_sitemean","frost_anomaly","GDD_future_sitemean","GDD_future_anomaly","GDD_mod_sitemean_sc","GDD_anomaly_sc","GDD_fixed_sitemean_sc","GDD_fixed_anomaly_sc","tot_precip_sitemean_sc","precip_anomaly_sc","frost_sitemean_sc","frost_anomaly_sc","GDD_future_sitemean_sc","GDD_future_anomaly_sc"
"Adams_ND","Hettinger_REC","Hettinger","Adams_ND",1986,46.0033,-102.6444,136,204.478908261863,6.2769551011726,203.73299336415,205.219385532443,"interval",204.478908261863,"in_range","gauss","opt_within",772.831136363636,28.5588636363636,1350.38102272727,-17.0160227272727,73.1345454545455,-1.30454545454546,282.522727272727,2.47727272727275,887.503223863636,143.022563636364,-1.01699821041315,0.501811941520443,-0.708168911717458,-0.157046576376925,-1.35453065790567,-0.0064732215638367,-0.923641214401201,0.153800453951406,-1.09142178188439,0.64014157084315
"Adams_ND","Hettinger_REC","Hettinger","Adams_ND",2002,46.0033,-102.6444,133,214.851180309385,14.3675309091753,211.906816045487,215.625814233112,"interval",214.851180309385,"in_range","gauss","opt_within",772.831136363636,19.2938636363637,1350.38102272727,40.3689772727273,73.1345454545455,-0.49454545454546,282.522727272727,2.47727272727275,887.503223863636,121.600363636364,-1.01699821041315,0.345620907590292,-0.708168911717458,0.591486498386555,-1.35453065790567,0.0095036723076409,-0.923641214401201,0.153800453951406,-1.09142178188439,0.239597825433382
"Adams_ND","Hettinger_REC","Hettinger","Adams_ND",2003,46.0033,-102.6444,135,215.535581544724,8.32632482762541,214.925283883846,216.337665784405,"interval",215.535581544724,"in_range","gauss","opt_within",772.831136363636,-52.0911363636363,1350.38102272727,-1.50102272727258,73.1345454545455,-59.0445454545455,282.522727272727,-9.52272727272725,887.503223863636,68.4280636363636,-1.01699821041315,-0.857800242663773,-0.708168911717458,0.0453319311591116,-1.35453065790567,-1.14536933531583,-0.923641214401201,-0.87320554477649,-1.09142178188439,-0.754596617436718
"Adams_ND","Hettinger_REC","Hettinger","Adams_ND",2005,46.0033,-102.6444,125,211.17677565869,8.43372715093317,208.857140585557,213.521400211862,"interval",211.17677565869,"in_range","gauss","opt_within",772.831136363636,-87.1761363636364,1350.38102272727,-12.9460227272727,73.1345454545455,32.4954545454545,282.522727272727,-3.52272727272725,887.503223863636,45.4502636363636,-1.01699821041315,-1.44926947368799,-0.708168911717458,-0.103957274045526,-1.35453065790567,0.660216917764486,-0.923641214401201,-0.359702545412542,-1.09142178188439,-1.18422635076367
"Adams_ND","Hettinger_REC","Hettinger","Adams_ND",2009,46.0033,-102.6444,147,228.393481684879,7.11276847530208,227.693146185401,229.200958457337,"interval",228.393481684879,"in_range","gauss","opt_within",772.831136363636,-67.5361363636364,1350.38102272727,-140.951022727273,73.1345454545455,18.2654545454545,282.522727272727,-0.522727272727252,887.503223863636,44.0564636363637,-1.01699821041315,-1.11817482647934,-0.708168911717458,-1.77366148655923,-1.35453065790567,0.379536424195195,-0.923641214401201,-0.102951045730568,-1.09142178188439,-1.21028706685968
"Adams_ND","Hettinger_REC","Hettinger","Adams_ND",2013,46.0033,-102.6444,135,214.58970979521,8.00846408037894,213.274176202713,217.120522301619,"interval",214.58970979521,"in_range","gauss","opt_within",772.831136363636,-25.5011363636363,1350.38102272727,38.5139772727273,73.1345454545455,10.1054545454545,282.522727272727,-3.52272727272725,887.503223863636,102.290013636364,-1.01699821041315,-0.409541247283012,-0.708168911717458,0.567289777053693,-1.35453065790567,0.21858401186031,-0.923641214401201,-0.359702545412542,-1.09142178188439,-0.121459391573907
"Adams_ND","Hettinger_REC","Hettinger","Adams_ND",2014,46.0033,-102.6444,142,227.744201263813,16.4120345895303,217.655039775574,275,"interval",227.744201263813,"greater_than","gauss","opt_after",772.831136363636,-13.5061363636363,1350.38102272727,-76.7910227272728,73.1345454545455,63.6554545454545,282.522727272727,19.4772727272727,887.503223863636,114.319463636364,-1.01699821041315,-0.207327383063673,-0.708168911717458,-0.936754941698648,-1.35453065790567,1.27483421780799,-0.923641214401201,1.60872561881592,-1.09142178188439,0.103462463241171
"Adams_ND","Hettinger_REC","Hettinger","Adams_ND",2015,46.0033,-102.6444,139,257.259183139389,14.7280845821709,247.412775326305,258,"interval",257.259183139389,"greater_than","gauss","opt_after",772.831136363636,4.45886363636362,1350.38102272727,-25.1760227272728,73.1345454545455,-34.1345454545455,282.522727272727,6.47727272727275,887.503223863636,121.501163636364,-1.01699821041315,0.0955298133265235,-0.708168911717458,-0.263486062132263,-1.35453065790567,-0.654030537367057,-0.923641214401201,0.496135786860704,-1.09142178188439,0.237743023426835
"Adams_ND","Hettinger_REC","Hettinger","Adams_ND",2016,46.0033,-102.6444,138,214.609402463124,10.4196705096674,212.401992022242,219.472202452563,"interval",214.609402463124,"in_range","gauss","opt_within",772.831136363636,42.0038636363637,1350.38102272727,26.0989772727273,73.1345454545455,-27.5145454545455,282.522727272727,-1.52272727272725,887.503223863636,140.910663636364,-1.01699821041315,0.728470166149791,-0.708168911717458,0.405347838860984,-1.35453065790567,-0.523453947948314,-0.923641214401201,-0.188534878957893,-1.09142178188439,0.600654107560626
"Adams_ND","Hettinger_REC","Hettinger","Adams_ND",2017,46.0033,-102.6444,151,224.919414325492,12.9111183234694,223.250861668715,228.083926835418,"interval",224.919414325492,"in_range","gauss","opt_within",772.831136363636,78.6038636363636,1350.38102272727,16.5239772727273,73.1345454545455,-22.8445454545455,282.522727272727,-5.52272727272725,887.503223863636,177.938163636364,-1.01699821041315,1.34547953925757,-0.708168911717458,0.280451015808613,-1.35453065790567,-0.431340251183129,-0.923641214401201,-0.530870211867191,-1.09142178188439,1.29297952386522
"Adams_ND","Hettinger_REC","Hettinger","Adams_ND",2018,46.0033,-102.6444,151,220.311965980696,8.01220389802676,219.26929208978,222.778381838217,"interval",220.311965980696,"in_range","gauss","opt_within",772.831136363636,84.6538636363637,1350.38102272727,54.0339772727273,73.1345454545455,-15.0645454545455,282.522727272727,-5.52272727272725,887.503223863636,188.089263636364,-1.01699821041315,1.44747152579588,-0.708168911717458,0.769733504862862,-1.35453065790567,-0.277883171775604,-0.923641214401201,-0.530870211867191,-1.09142178188439,1.48278074008153
"Adams_ND","Hettinger_REC","Hettinger","Adams_ND",2019,46.0033,-102.6444,158,226.884515029982,10.0385241793556,225.854085655545,228.474984464408,"interval",226.884515029982,"in_range","gauss","opt_within",772.831136363636,71.5638636363636,1350.38102272727,-87.6060227272726,73.1345454545455,65.2354545454545,282.522727272727,0.477272727272748,887.503223863636,184.955613636364,-1.01699821041315,1.22679795492208,-0.708168911717458,-1.07782639248835,-1.35453065790567,1.30599902313754,-0.923641214401201,-0.0173672125032437,-1.09142178188439,1.42418900310758
"Adams_ND","Hettinger_REC","Hettinger","Adams_ND",2020,46.0033,-102.6444,139,208.09865239929,7.36452315249768,207.294716186781,209.435328972032,"interval",208.09865239929,"in_range","gauss","opt_within",772.831136363636,29.7288636363636,1350.38102272727,4.69397727272735,73.1345454545455,2.32545454545453,282.522727272727,8.47727272727275,887.503223863636,133.694263636364,-1.01699821041315,0.52153601164438,-0.708168911717458,0.126139849572629,-1.35453065790567,0.0651269324527848,-0.923641214401201,0.667303453315353,-1.09142178188439,0.465724740624687
"Adams_ND","Hettinger_REC","Hettinger","Adams_ND",2021,46.0033,-102.6444,154,217.266567770613,5.47029696518755,216.892514190501,217.795522724937,"interval",217.266567770613,"in_range","gauss","opt_within",772.831136363636,157.798863636364,1350.38102272727,67.5289772727274,73.1345454545455,-4.08454545454546,282.522727272727,11.4772727272727,887.503223863636,247.167913636364,-1.01699821041315,2.68056307213381,-0.708168911717458,0.945763022052603,-1.35453065790567,-0.0613074992955745,-0.923641214401201,0.924054952997327,-1.09142178188439,2.58740975786461
"Adams_ND","Hettinger_REC","Hettinger","Adams_ND",2022,46.0033,-102.6444,152,224.875639462274,10.6598745465585,221.752915583302,259,"interval",224.875639462274,"greater_than","gauss","opt_after",772.831136363636,70.4138636363637,1350.38102272727,26.3989772727273,73.1345454545455,-54.5445454545455,282.522727272727,-2.52272727272725,887.503223863636,178.182013636364,-1.01699821041315,1.20741104839001,-0.708168911717458,0.409261055249048,-1.35453065790567,-1.05660881380762,-0.923641214401201,-0.274118712185217,-1.09142178188439,1.29753893383796
"Box Butte_NE","Alliance-Hemingford_1","Box_Butte","Box Butte_NE",2014,42.2141,-102.9801,155,225.085096114172,12.930372864469,223.857587263645,226.483990218793,"interval",225.085096114172,"in_range","gauss","opt_within",856.346079545455,-11.1860795454546,1429.85954545455,-61.0945454545454,72.5293181818182,14.2506818181818,289.613636363636,14.3863636363636,958.118490340909,93.3887704545455,-0.259029885190391,-0.16821544855655,-0.21612322263809,-0.732009234703619,-1.37955048010779,0.30034679730416,-0.157624313208927,1.17302610420409,-0.367587265065927,-0.287891283856147
"Brookings_SD","Brookings","Brookings","Brookings_SD",1982,44.3693,-96.7878,154,224.126576757346,10.6245052067949,222.672366839638,225.156945760569,"interval",224.126576757346,"in_range","gauss","opt_within",921.705568181818,-43.9555681818182,1490.78113636364,-61.9511363636364,137.848863636364,-11.6488636363636,292.431818181818,0.568181818181813,1032.22263636364,76.7214318181818,0.334162425690635,-0.720649373162701,0.161037866295797,-0.74318265331469,1.32073003803743,-0.210510349667176,0.146818301367488,-0.00958686402803456,0.392009652236214,-0.599530529284816
"Brookings_SD","Brookings","Brookings","Brookings_SD",1983,44.3693,-96.7878,152,218.624029157137,4.94483194013009,216.667888024917,219.861976840089,"interval",218.624029157137,"in_range","gauss","opt_within",921.705568181818,35.6494318181818,1490.78113636364,50.9088636363638,137.848863636364,-25.9588636363636,292.431818181818,-5.43181818181819,1032.22263636364,144.818681818182,0.334162425690635,0.621346013346717,0.161037866295797,0.728969351874931,1.32073003803743,-0.492768808063279,0.146818301367488,-0.523089863391982,0.392009652236214,0.673724671726532
"Brookings_SD","Brookings","Brookings","Brookings_SD",1984,44.3693,-96.7878,179,240.641504376186,10.8695044697918,238.260670540326,242.762264077106,"interval",240.641504376186,"in_range","gauss","opt_within",921.705568181818,31.0394318181818,1490.78113636364,-8.90113636363617,137.848863636364,-60.3188636363636,292.431818181818,-22.4318181818182,1032.22263636364,130.742331818182,0.334162425690635,0.543629805422485,0.161037866295797,-0.0511955553587308,1.32073003803743,-1.17050470117929,0.146818301367488,-1.9780150282565,0.392009652236214,0.41053069768564
"Brookings_SD","Brookings","Brookings","Brookings_SD",1986,44.3693,-96.7878,171,235.400837423713,8.21166869995173,230.969871925688,237.548979079675,"interval",235.400837423713,"in_range","gauss","opt_within",921.705568181818,10.6044318181818,1490.78113636364,-5.56613636363636,137.848863636364,112.121136363636,292.431818181818,-6.43181818181819,1032.22263636364,115.123981818182,0.334162425690635,0.199132905437308,0.161037866295797,-0.00769363317809022,1.32073003803743,2.23079848301527,0.146818301367488,-0.608673696619307,0.392009652236214,0.118505023099433
"Brookings_SD","Brookings","Brookings","Brookings_SD",1988,44.3693,-96.7878,147,193.00796279907,26.8996957586065,187,207.146012694184,"interval",193.00796279907,"less_than","gauss","opt_before",921.705568181818,91.9594318181818,1490.78113636364,150.788863636364,137.848863636364,9.93113636363637,292.431818181818,-14.4318181818182,1032.22263636364,184.702631818182,0.334162425690635,1.57063010623467,0.161037866295797,2.03180952800765,1.32073003803743,0.215145662365523,0.146818301367488,-1.2933443624379,0.392009652236214,1.41945885004323
"Brookings_SD","Brookings","Brookings","Brookings_SD",1993,44.3693,-96.7878,146,228.473217009167,11.9082241896708,225.575296174581,234.765678688014,"interval",228.473217009167,"in_range","gauss","opt_within",921.705568181818,-130.915568181818,1490.78113636364,-122.846136363636,137.848863636364,-20.5288636363636,292.431818181818,-10.4318181818182,1032.22263636364,13.4774818181818,0.334162425690635,-2.18663667057943,0.161037866295797,-1.53750035981852,1.32073003803743,-0.385664445443374,0.146818301367488,-0.951009029528605,0.392009652236214,-1.78204066398191
"Brookings_SD","Brookings","Brookings","Brookings_SD",1994,44.3693,-96.7878,139,207.080044789195,34.2078996243332,206.967555779609,210.87597474245,"interval",207.080044789195,"in_range","gauss","opt_within",921.705568181818,-42.8905681818181,1490.78113636364,-25.7761363636362,137.848863636364,-49.9988636363636,292.431818181818,6.56818181818181,1032.22263636364,78.5650818181819,0.334162425690635,-0.70269541189604,0.161037866295797,-0.271313977187322,1.32073003803743,-0.966947238520465,0.146818301367488,0.503916135335913,0.392009652236214,-0.565058697436326
"Brookings_SD","Brookings","Brookings","Brookings_SD",1997,44.3693,-96.7878,140,216.524924588596,18.0498509396237,214.040186727762,221.189927872424,"interval",216.524924588596,"in_range","gauss","opt_within",921.705568181818,-49.3505681818182,1490.78113636364,-36.9111363636364,137.848863636364,-2.42886363636364,292.431818181818,1.56818181818181,1032.22263636364,64.6831318181818,0.334162425690635,-0.811599252067523,0.161037866295797,-0.416559525457628,1.32073003803743,-0.028649903377024,0.146818301367488,0.07599696919929,0.392009652236214,-0.824617857867615
"Cass_ND","Casselton_1","Casselton","Cass_ND",1982,46.9005,-97.2112,140,210.877509983712,16.5956974340823,209.583088318508,214.467162020239,"interval",210.877509983712,"in_range","gauss","opt_within",868.906079545455,-98.3860795454545,1462.13573863636,-118.345738636364,116.807272727273,-24.0872727272727,288.340909090909,5.65909090909093,982.325446590909,26.0889704545455,-0.145037325271242,-1.63824870907563,-0.0163036843522226,-1.47879692602129,0.450880169866835,-0.455852500254183,-0.295114526243441,0.426112650583802,-0.119456352942218,-1.54623608305176
"Cass_ND","Casselton_ASF","Casselton_Sunwheat-full","Cass_ND",1987,46.8871,-97.2305,148,219.356431340423,33.710087544837,205.906240659591,251.763636363636,"interval",219.356431340423,"greater_than","gauss","opt_after",868.906079545455,41.5039204545454,1462.13573863636,23.8292613636363,116.807272727273,-0.757272727272735,288.340909090909,-8.34090909090907,982.325446590909,145.921820454545,-0.145037325271242,0.720042034204348,-0.0163036843522226,0.375741540555304,0.450880169866835,0.00432149236504038,-0.295114526243441,-0.772061014598742,-0.119456352942218,0.694350717656238
"Cass_ND","Casselton_ASF","Casselton","Cass_ND",1990,46.8871,-97.2305,141,213.585521168882,21.3343012774247,205.820337842495,239,"interval",213.585521168882,"greater_than","gauss","opt_after",868.906079545455,-16.0360795454545,1462.13573863636,-13.7157386363635,116.807272727273,-57.9872727272727,288.340909090909,-8.34090909090907,982.325446590909,95.5329204545454,-0.145037325271242,-0.249977619583125,-0.0163036843522226,-0.113997490410885,0.450880169866835,-1.12451509561602,-0.295114526243441,-0.772061014598742,-0.119456352942218,-0.247800822945487
"Cass_ND","Casselton_ASF","Casselton","Cass_ND",1992,46.8871,-97.2305,139,218.149439891529,15.5320420347577,216.339014863442,220.975410345861,"interval",218.149439891529,"in_range","gauss","opt_within",868.906079545455,-167.131079545455,1462.13573863636,-201.580738636364,116.807272727273,54.2027272727273,288.340909090909,-16.3409090909091,982.325446590909,-34.1699295454546,-0.145037325271242,-2.79716426520388,-0.0163036843522226,-2.5645188128896,0.450880169866835,1.0883833283853,-0.295114526243441,-1.45673168041734,-0.119456352942218,-2.67293294426456
"Cass_ND","Casselton_ASF","Casselton","Cass_ND",1993,46.8871,-97.2305,140,226.038514695314,16.3914167369631,224.057485626096,228.535055147462,"interval",226.038514695314,"in_range","gauss","opt_within",868.906079545455,-164.276079545455,1462.13573863636,-151.225738636364,116.807272727273,-31.5772727272727,288.340909090909,-13.3409090909091,982.325446590909,-14.9702795454546,-0.145037325271242,-2.74903416246556,-0.0163036843522226,-1.90768544215308,0.450880169866835,-0.603589457164513,-0.295114526243441,-1.19998018073536,-0.119456352942218,-2.31394555167385
"Cass_ND","Casselton_ASF","Casselton","Cass_ND",1994,46.8871,-97.2305,137,202.683930709524,NA,213,249.375,"interval",NA,"in_range","linear","opt_after",868.906079545455,-1.29107954545452,1462.13573863636,-18.6107386363635,116.807272727273,127.282727272727,288.340909090909,15.6590909090909,982.325446590909,115.231520454545,-0.145037325271242,-0.00140376148273755,-0.0163036843522226,-0.17784813780946,0.450880169866835,2.5298541976786,-0.295114526243441,1.28195098285705,-0.119456352942218,0.12051573760053
"Cass_ND","Casselton_ASF","Casselton","Cass_ND",1996,46.8871,-97.2305,143,214.951702112656,12.5127910848066,211.056032171497,216.602828651687,"interval",214.951702112656,"in_range","gauss","opt_within",868.906079545455,-35.9560795454545,1462.13573863636,-27.1957386363636,116.807272727273,16.5427272727273,288.340909090909,8.65909090909093,982.325446590909,78.7231704545454,-0.145037325271242,-0.58579255707785,-0.0163036843522226,-0.289831346781221,0.450880169866835,0.345556386163265,-0.295114526243441,0.682864150265776,-0.119456352942218,-0.56210281921113
"Cass_ND","Casselton_ASF","Casselton","Cass_ND",1997,46.8871,-97.2305,141,234.564471634235,38.3212902474975,214.736608346345,245.380952380952,"interval",234.564471634235,"greater_than","gauss","opt_after",868.906079545455,-9.66607954545452,1462.13573863636,-55.9707386363636,116.807272727273,-20.5972727272727,288.340909090909,6.65909090909093,982.325446590909,103.718170454545,-0.145037325271242,-0.142591015575023,-0.0163036843522226,-0.665174018669679,0.450880169866835,-0.387013784684484,-0.295114526243441,0.511696483811127,-0.119456352942218,-0.0947562854042773
"Cass_ND","Casselton_ASF","Casselton","Cass_ND",1998,46.8871,-97.2305,146,220.584907643825,11.9722534179059,219.536371273171,222.806572893395,"interval",220.584907643825,"in_range","gauss","opt_within",868.906079545455,-5.71607954545448,1462.13573863636,53.5692613636363,116.807272727273,-38.9672727272727,288.340909090909,18.6590909090909,982.325446590909,105.950670454546,-0.145037325271242,-0.0760012061822428,-0.0163036843522226,0.7636717251587,0.450880169866835,-0.749353958041327,-0.295114526243441,1.53870248253902,-0.119456352942218,-0.0530138914565345
"Cass_ND","Casselton_ASF","Casselton","Cass_ND",1999,46.8871,-97.2305,146,457.509399216324,224.609508948418,213.090979629295,250.458333333333,"interval",457.509399216324,"greater_than","gauss","opt_after",868.906079545455,25.1889204545455,1462.13573863636,-22.1557386363636,116.807272727273,4.46272727272726,288.340909090909,-13.3409090909091,982.325446590909,138.244570454546,-0.145037325271242,0.445000834142781,-0.0163036843522226,-0.224089311461748,0.450880169866835,0.107283697314562,-0.295114526243441,-1.19998018073536,-0.119456352942218,0.550804561358233
"Cass_ND","Casselton_ASF","Casselton","Cass_ND",2000,46.8871,-97.2305,143,223.533672124903,17.5840019078033,218.154295121386,255,"interval",223.533672124903,"greater_than","gauss","opt_after",868.906079545455,-49.6760795454545,1462.13573863636,-50.6557386363636,116.807272727273,2.42272727272727,288.340909090909,-6.34090909090907,982.325446590909,81.8672704545455,-0.145037325271242,-0.817086781095302,-0.0163036843522226,-0.595844868327814,0.450880169866835,0.0670455942308413,-0.295114526243441,-0.600893348144093,-0.119456352942218,-0.503315692308063
"Cass_ND","Casselton_ASF","Casselton","Cass_ND",2002,46.8871,-97.2305,140,214.453547424379,15.7323359311377,211.872793955888,249,"interval",214.453547424379,"greater_than","gauss","opt_after",868.906079545455,47.0189204545454,1462.13573863636,27.5592613636363,116.807272727273,4.60272727272726,288.340909090909,0.659090909090935,982.325446590909,149.299320454546,-0.145037325271242,0.813014894660343,-0.0163036843522226,0.424395864313565,0.450880169866835,0.110045135761484,-0.295114526243441,-0.00180651555282058,-0.119456352942218,0.757501864602935
"Cass_ND","Casselton_ASF","Casselton","Cass_ND",2003,46.8871,-97.2305,148,218.387847489736,NA,225,248,"interval",NA,"in_range","linear","opt_after",868.906079545455,12.6989204545455,1462.13573863636,2.92426136363633,116.807272727273,-90.7372727272727,288.340909090909,-14.3409090909091,982.325446590909,128.290120454545,-0.145037325271242,0.234442171024853,-0.0163036843522226,0.103055578580388,0.450880169866835,-1.77049444659243,-0.295114526243441,-1.28556401396269,-0.119456352942218,0.364680228353486
"Cass_ND","Casselton_ASF","Casselton","Cass_ND",2004,46.8871,-97.2305,148,223.191407628353,13.3546965959426,221.336797968903,224.437430477449,"interval",223.191407628353,"in_range","gauss","opt_within",868.906079545455,-79.0060795454546,1462.13573863636,-206.120738636364,116.807272727273,5.48272727272727,288.340909090909,-10.3409090909091,982.325446590909,54.4792204545455,-0.145037325271242,-1.31153718856118,-0.0163036843522226,-2.62373882089563,0.450880169866835,0.127402748856423,-0.295114526243441,-0.943228681053391,-0.119456352942218,-1.01540651988273
"Cass_ND","Casselton_ASF","Casselton","Cass_ND",2006,46.8871,-97.2305,143,205.741948644613,23.4495162401613,203.285799067633,207.777855040901,"interval",205.741948644613,"in_range","gauss","opt_within",868.906079545455,76.7889204545455,1462.13573863636,77.7942613636365,116.807272727273,-32.2372727272727,288.340909090909,-3.34090909090907,982.325446590909,176.554320454545,-0.145037325271242,1.31488290114719,-0.0163036843522226,1.07966394849486,0.450880169866835,-0.616607666985717,-0.295114526243441,-0.344141848462119,-0.119456352942218,1.26710497638152
"Cass_ND","Casselton_ASF","Casselton","Cass_ND",2007,46.8871,-97.2305,144,209.926169188586,8.23074985700851,208.639337811313,210.670880586745,"interval",209.926169188586,"in_range","gauss","opt_within",868.906079545455,63.1439204545454,1462.13573863636,82.3142613636364,116.807272727273,-15.3172727272727,288.340909090909,18.6590909090909,982.325446590909,174.088470454545,-0.145037325271242,1.08485304059922,-0.0163036843522226,1.13862307540835,0.450880169866835,-0.282868106114853,-0.295114526243441,1.53870248253902,-0.119456352942218,1.22099949727019
"Cass_ND","Casselton_ASF","Casselton","Cass_ND",2008,46.8871,-97.2305,142,218.233775523183,15.9852249554643,216.90484882543,220.002566481536,"interval",218.233775523183,"in_range","gauss","opt_within",868.906079545455,-58.8510795454546,1462.13573863636,-83.6657386363636,116.807272727273,28.2027272727273,288.340909090909,13.6590909090909,982.325446590909,64.4859204545455,-0.145037325271242,-0.971760578862075,-0.0163036843522226,-1.02642911156111,0.450880169866835,0.575544759671201,-0.295114526243441,1.1107833164024,-0.119456352942218,-0.828305237232397
